iter	Logloss
0	0.626313442
1	0.577227769
2	0.5383357995
3	0.5038317714
4	0.479330368
5	0.4532788772
6	0.4298516093
7	0.4131000878
8	0.3936363038
9	0.3793634888
10	0.363978736
11	0.3511689921
12	0.339730226
13	0.3289787524
14	0.3216228685
15	0.3128271049
16	0.3056263626
17	0.2972728803
18	0.2913245583
19	0.2855994292
20	0.2814550356
21	0.2766248092
22	0.2730209308
23	0.2681698034
24	0.2634508924
25	0.2590822176
26	0.2557431804
27	0.2525186955
28	0.2498962439
29	0.2468858069
30	0.2438816648
31	0.2410216641
32	0.2388884812
33	0.2359150753
34	0.233808244
35	0.2303505325
36	0.2278357163
37	0.2256557942
38	0.2237986041
39	0.2209102198
40	0.2183495481
41	0.2167965318
42	0.2146752585
43	0.2125728272
44	0.210413642
45	0.2084664931
46	0.2067078814
47	0.2051399804
48	0.2037799492
49	0.2017989625
50	0.2004929278
51	0.1990444661
52	0.1978344646
53	0.1964472563
54	0.1941531033
55	0.1926253567
56	0.1912661749
57	0.1888819321
58	0.1877556015
59	0.1866863189
60	0.1855012706
61	0.1843242024
62	0.183274119
63	0.1825694161
64	0.1809573801
65	0.1796441603
66	0.1784634831
67	0.1768043277
68	0.175387402
69	0.1742731434
70	0.1733538169
71	0.1718257703
72	0.1704699965
73	0.1692884309
74	0.1686028103
75	0.1674659426
76	0.1668145633
77	0.1660147275
78	0.1653172809
79	0.1643257507
80	0.1632920051
81	0.1627562062
82	0.1612756122
83	0.1602649796
84	0.1592010272
85	0.1580515717
86	0.1569358465
87	0.1559055128
88	0.1551479293
89	0.1538844029
90	0.1529681032
91	0.1518768133
92	0.1503335512
93	0.1497297073
94	0.1489302237
95	0.1484484445
96	0.1476816619
97	0.1470159485
98	0.1463966729
99	0.1457258546
100	0.1450972209
101	0.1444540385
102	0.14410409
103	0.1430000695
104	0.1422561886
105	0.141425152
106	0.140422197
107	0.1394519317
108	0.1383383525
109	0.1380290251
110	0.1374017581
111	0.1367931135
112	0.1356915491
113	0.1349728622
114	0.1344403347
115	0.1337743099
116	0.1331643069
117	0.1325651236
118	0.1318491006
119	0.1310645197
120	0.1302480626
121	0.1296296672
122	0.1289231073
123	0.1282911265
124	0.1275607722
125	0.1265649305
126	0.1259371303
127	0.1253506946
128	0.1243941609
129	0.1235616931
130	0.1230344387
131	0.1223821657
132	0.1218876828
133	0.1213802001
134	0.1209671108
135	0.120227894
136	0.1195659747
137	0.1189932225
138	0.1183568807
139	0.1177919447
140	0.1171968774
141	0.1166194375
142	0.1161623834
143	0.1156740302
144	0.1152577462
145	0.1147416985
146	0.1142869003
147	0.1139706723
148	0.1132548816
149	0.1127836769
150	0.1120689032
151	0.1116595012
152	0.1110784483
153	0.1106894718
154	0.1102946727
155	0.109812727
156	0.1094030402
157	0.1089061517
158	0.1085510546
159	0.1077077363
160	0.1069377934
161	0.1064100765
162	0.1060009265
163	0.105491472
164	0.1049263615
165	0.1046059585
166	0.1040603704
167	0.1037781297
168	0.1034499574
169	0.1031212283
170	0.1027525769
171	0.1021700044
172	0.1018031814
173	0.1013295573
174	0.1009893063
175	0.1006188388
176	0.1003002833
177	0.09965717664
178	0.09921240129
179	0.09883034249
180	0.09845206901
181	0.09813015142
182	0.09773545748
183	0.09743680268
184	0.09709168563
185	0.09675947512
186	0.09648677987
187	0.09624373666
188	0.09593711355
189	0.09558349554
190	0.09519420333
191	0.09498478923
192	0.09449667359
193	0.09420147335
194	0.09387036737
195	0.09370002455
196	0.09334496755
197	0.0930932887
198	0.09254645493
199	0.0923320725
200	0.09196184901
201	0.09145490146
202	0.09118586424
203	0.09084237735
204	0.09050495285
205	0.09022312168
206	0.08984992029
207	0.08927381345
208	0.08897475825
209	0.08863985619
210	0.08830425938
211	0.08813217437
212	0.08775054829
213	0.08750156026
214	0.08722213115
215	0.08671307786
216	0.08642377804
217	0.08613546407
218	0.08588759341
219	0.08570930222
220	0.08541231773
221	0.08514522677
222	0.08455307964
223	0.08424541587
224	0.08398053409
225	0.0836902747
226	0.0833021911
227	0.08289128909
228	0.08261590906
229	0.08223331112
230	0.08187098899
231	0.08156023707
232	0.08120165353
233	0.08092791211
234	0.0805836126
235	0.08024203906
236	0.07984215799
237	0.07943516184
238	0.07912387853
239	0.07891126994
240	0.07869505828
241	0.07847696379
242	0.0782475277
243	0.07780134771
244	0.07759192367
245	0.07729914323
246	0.07686257953
247	0.07651256997
248	0.07620019523
249	0.07590184957
250	0.07572976635
251	0.07546213046
252	0.07524421853
253	0.07484089236
254	0.07454104976
255	0.07412436287
256	0.07387926745
257	0.07368905827
258	0.07319722351
259	0.07298293132
260	0.07272474687
261	0.07247564537
262	0.07226231179
263	0.07191479037
264	0.07162353589
265	0.07143743721
266	0.0711334698
267	0.07087060314
268	0.07069415951
269	0.07034527807
270	0.07005842299
271	0.0695924678
272	0.06939360481
273	0.06922722924
274	0.06906730201
275	0.06885738423
276	0.06861357876
277	0.0683681213
278	0.06821820368
279	0.06796964899
280	0.06762586047
281	0.06742926947
282	0.06710239211
283	0.06688440218
284	0.06664384438
285	0.06645376531
286	0.06608887456
287	0.06589727786
288	0.06562614072
289	0.06546434628
290	0.06518941398
291	0.06490195013
292	0.06471752326
293	0.06451020333
294	0.06437871233
295	0.064236768
296	0.06403349017
297	0.06374337378
298	0.06353315878
299	0.06340139269
300	0.06319307207
301	0.06291049792
302	0.0626305998
303	0.06248328167
304	0.06225572222
305	0.06209290757
306	0.061814638
307	0.06161789502
308	0.06142463313
309	0.06127922141
310	0.06099081721
311	0.06084360916
312	0.06067868695
313	0.06038605667
314	0.06010870667
315	0.05987177123
316	0.05965824359
317	0.05953859008
318	0.05938995842
319	0.05912411233
320	0.05894538037
321	0.05864893617
322	0.05848631429
323	0.05836211228
324	0.05809409312
325	0.05793779267
326	0.05780560955
327	0.05771877717
328	0.05747364216
329	0.05724989266
330	0.05704560758
331	0.05696010188
332	0.05683518398
333	0.05664892907
334	0.05650064814
335	0.05628360611
336	0.05610049724
337	0.05595003659
338	0.05569240458
339	0.05558080725
340	0.05541886365
341	0.05525880919
342	0.05499339704
343	0.05473674129
344	0.05457908844
345	0.05439481094
346	0.05420429982
347	0.05405403631
348	0.05393315283
349	0.05377253213
350	0.05348983031
351	0.053287444
352	0.05305378963
353	0.05284087297
354	0.0525759637
355	0.05229916556
356	0.05211900859
357	0.05196667052
358	0.05175355373
359	0.05156055042
360	0.05137798981
361	0.0512334572
362	0.05098357304
363	0.05084582289
364	0.05068158126
365	0.05056513147
366	0.05043071624
367	0.05024565998
368	0.05010307778
369	0.04994291182
370	0.04983988432
371	0.04975351703
372	0.04952897346
373	0.04928802661
374	0.04915245676
375	0.04906639599
376	0.04895645302
377	0.04885912913
378	0.04870508157
379	0.04860653366
380	0.04849163607
381	0.0483174087
382	0.04812930313
383	0.04795952246
384	0.04782798575
385	0.04775411588
386	0.04763398409
387	0.04746215755
388	0.04735747708
389	0.0472448451
390	0.0471740947
391	0.04704558598
392	0.04695609365
393	0.04677750709
394	0.04665042282
